id,country,state,neighbourhood_cleansed,property_type,square_meters,price,room_type,bathrooms,bedrooms,beds
16830796,Australia,Nsw,BYRON SHIRE COUNCIL,House,31.50,$999.00 ,Entire home/apt,1.5,3,7
28812293,Australia,NSW,BYRON SHIRE COUNCIL,House,29.41,$935.00 ,Entire home/apt,4,4,4
11628133,Australia,NSW,BYRON SHIRE COUNCIL,House,28.80,"$1,000.00 ",Entire home/apt,2.5,3,3
7651995,Australia,NSW,BYRON SHIRE COUNCIL,House,28.80,"$1,000.00 ",Entire home/apt,2,4,6
20038734,Australia,NSW,BYRON SHIRE COUNCIL,House,31.20,"$1,000.00 ",Entire home/apt,2,2,2
33819941,Australia,NSW,BYRON SHIRE COUNCIL,House,30.91,"$1,149.00 ",Entire home/apt,2,3,4
18881881,Australia,NSW,BYRON SHIRE COUNCIL,House,28.80,"$1,001.00 ",Entire home/apt,1,3,5
31389396,Australia,NSW,BYRON SHIRE COUNCIL,Apartment,29.99,"$1,150.00 ",Entire home/apt,1,2,3
2928099,Australia,NSW,BYRON SHIRE COUNCIL,House,29.69,"$1,150.00 ",Entire home/apt,1,1,1
3140205,Australia,NSW,BYRON SHIRE COUNCIL,House,31.22,"$1,150.00 ",Entire home/apt,3,4,5
26092330,Australia,NSW,BYRON SHIRE COUNCIL,House,29.38,"$1,150.00 ",Entire home/apt,2,4,4
20154137,Australia,NSW,BYRON SHIRE COUNCIL,House,30.92,$939.00 ,Entire home/apt,1.5,3,4
15455461,Australia,NSW,BYRON SHIRE COUNCIL,Apartment,29.16,$825.00 ,Entire home/apt,1,1,2
7463445,Australia,NSW,BYRON SHIRE COUNCIL,House,29.46,$825.00 ,Entire home/apt,2,2,3
17309487,Australia,NSW,BYRON SHIRE COUNCIL,Apartment,28.29,$825.00 ,Entire home/apt,1,1,2
8460579,Australia,NSW,BYRON SHIRE COUNCIL,House,32.22,"$1,549.00 ",Entire home/apt,2.5,3,4
2837801,Australia,NSW,BYRON SHIRE COUNCIL,House,32.54,"$1,550.00 ",Entire home/apt,1.5,2,4
22153183,Australia,NSW,BYRON SHIRE COUNCIL,House,32.23,"$1,551.00 ",Entire home/apt,2,3,5
2456369,Australia,NSW,BYRON SHIRE COUNCIL,House,28.02,$829.00 ,Private room,1,1,1
20730463,Australia,NSW,BYRON SHIRE COUNCIL,Apartment,32.21,"$1,340.00 ",Entire home/apt,2,2,3
17559303,Australia,NSW,BYRON SHIRE COUNCIL,House,30.37,"$1,457.00 ",Entire home/apt,2,3,3
3491597,Australia,NSW,BYRON SHIRE COUNCIL,House,32.22,"$1,171.00 ",Entire home/apt,1.5,2,2
32319821,Australia,NSW,BYRON SHIRE COUNCIL,Apartment,30.38,"$1,260.00 ",Entire home/apt,1,1,1
23685021,Australia,NSW,BYRON SHIRE COUNCIL,House,31.01,"$1,025.00 ",Entire home/apt,2,4,5
22093377,Australia,NSW,BYRON SHIRE COUNCIL,House,28.33,$960.00 ,Entire home/apt,2.5,5,6
5032268,Australia,NSW,BYRON SHIRE COUNCIL,House,30.41,"$1,100.00 ",Entire home/apt,1,1,12
2848052,Australia,NSW,BYRON SHIRE COUNCIL,House,33.26,"$1,470.00 ",Entire home/apt,3,4,6
33536969,Australia,NSW,BYRON SHIRE COUNCIL,Loft,29.25,$900.00 ,Entire home/apt,1,1,1
26842040,Australia,NSW,BYRON SHIRE COUNCIL,House,30.15,$845.00 ,Entire home/apt,2.5,3,5
33382186,Australia,NSW,BYRON SHIRE COUNCIL,House,32.01,"$1,590.00 ",Entire home/apt,2,3,5
16836062,Australia,NSW,BYRON SHIRE COUNCIL,House,30.41,"$1,590.00 ",Entire home/apt,3,4,7
15556717,Australia,NSW,BYRON SHIRE COUNCIL,House,30.41,"$1,590.00 ",Entire home/apt,2,3,3
29820,Australia,NSW,BYRON SHIRE COUNCIL,House,30.43,"$1,105.00 ",Private room,1.5,1,1
19087407,Australia,NSW,BYRON SHIRE COUNCIL,Apartment,32.62,"$1,370.00 ",Entire home/apt,2,2,3
22054615,Australia,NSW,BYRON SHIRE COUNCIL,House,31.34,$965.00 ,Entire home/apt,1,3,6
33722277,Australia,,BYRON SHIRE COUNCIL,House,31.34,$966.00 ,Entire home/apt,2,4,5
29428625,Australia,NSW,BYRON SHIRE COUNCIL,House,32.02,"$1,479.00 ",Entire home/apt,2,2,2
2016643,Australia,NSW,BYRON SHIRE COUNCIL,House,31.99,"$1,190.00 ",Entire home/apt,2,4,4
15236071,Australia,NSW,BYRON SHIRE COUNCIL,House,28.42,$850.00 ,Entire home/apt,2.5,3,4
7704559,Australia,NSW,BYRON SHIRE COUNCIL,House,33.64,"$1,600.00 ",Entire home/apt,3.5,4,6
25490496,Australia,NSW,BYRON SHIRE COUNCIL,Loft,31.72,"$1,485.00 ",Entire home/apt,3,2,2
25982792,Australia,NSW,BYRON SHIRE COUNCIL,House,31.10,"$1,736.00 ",Entire home/apt,1,3,4
3200524,Australia,NSW,BYRON SHIRE COUNCIL,House,32.69,"$1,491.00 ",Entire home/apt,3,4,8
9666646,Australia,NSW,BYRON SHIRE COUNCIL,House,30.79,$975.00 ,Entire home/apt,1.5,3,3
29967208,Australia,NSW,BYRON SHIRE COUNCIL,House,29.25,"$1,199.00 ",Entire home/apt,2,3,4
21401299,Australia,NSW,BYRON SHIRE COUNCIL,House,30.48,"$1,495.00 ",Entire home/apt,1,3,4
31295045,Australia,NSW,BYRON SHIRE COUNCIL,Guest suite,29.58,"$1,121.00 ",Private room,1,1,1
31391993,Australia,NSW,BYRON SHIRE COUNCIL,Apartment,30.17,"$1,499.00 ",Entire home/apt,2,2,3
21717245,Australia,NSW,BYRON SHIRE COUNCIL,House,29.56,"$1,294.00 ",Entire home/apt,2.5,3,3
676365,Australia,NSW,BYRON SHIRE COUNCIL,House,30.51,"$1,050.00 ",Entire home/apt,1,3,5
11760696,Australia,NSW,BYRON SHIRE COUNCIL,House,29.00,"$1,050.00 ",Entire home/apt,1,3,3
27409840,Australia,NSW,BYRON SHIRE COUNCIL,Guesthouse,31.77,"$1,135.00 ",Entire home/apt,1,1,1
30918232,Australia,NSW,BYRON SHIRE COUNCIL,Apartment,32.80,"$1,770.00 ",Entire home/apt,1,0,1
1115553,Australia,NSW,BYRON SHIRE COUNCIL,House,32.42,"$1,309.00 ",Entire home/apt,1,3,3
10369243,Australia,NSW,BYRON SHIRE COUNCIL,House,27.93,$870.00 ,Entire home/apt,2.5,3,4
16725375,Australia,NSW,BYRON SHIRE COUNCIL,House,27.93,$870.00 ,Entire home/apt,3,3,3
19663081,Australia,NSW,BYRON SHIRE COUNCIL,House,31.84,"$1,645.00 ",Entire home/apt,2,3,3
1919973,Australia,New South Wales,BYRON SHIRE COUNCIL,House,30.89,"$1,649.00 ",Entire home/apt,2,4,5
28017357,Australia,NSW,BYRON SHIRE COUNCIL,House,32.17,"$1,650.00 ",Entire home/apt,1.5,3,4
1790057,Australia,NSW,BYRON SHIRE COUNCIL,House,32.50,"$1,651.00 ",Entire home/apt,2,2,2
28492484,Australia,NSW,BYRON SHIRE COUNCIL,Apartment,32.14,"$1,320.00 ",Entire home/apt,2,2,2
30774548,Australia,NSW,BYRON SHIRE COUNCIL,Apartment,28.80,$999.00 ,Entire home/apt,2,3,5
15635108,Australia,NSW,BYRON SHIRE COUNCIL,House,28.50,"$1,000.00 ",Entire home/apt,2,3,4
23651951,Australia,NSW,BYRON SHIRE COUNCIL,Apartment,30.30,"$1,000.00 ",Entire home/apt,2,3,5
20425659,Australia,NSW,BYRON SHIRE COUNCIL,House,30.30,"$1,149.00 ",Entire home/apt,2.5,4,7
15565575,Australia,NSW,BYRON SHIRE COUNCIL,Loft,30.03,$879.00 ,Entire home/apt,1,1,1
5406022,Australia,New South Wales,BYRON SHIRE COUNCIL,House,30.30,"$1,150.00 ",Entire home/apt,2.5,4,5
11424705,Australia,NSW,BYRON SHIRE COUNCIL,Guest suite,31.52,"$1,004.00 ",Entire home/apt,1,1,2
15197518,Australia,NSW,BYRON SHIRE COUNCIL,House,32.17,"$1,329.00 ",Entire home/apt,2.5,3,3
18430009,Australia,NSW,BYRON SHIRE COUNCIL,House,31.25,"$1,801.00 ",Entire home/apt,3,4,5
4718032,Australia,NSW,BYRON SHIRE COUNCIL,House,31.89,"$1,545.00 ",Entire home/apt,2,2,2
4720210,Australia,New South Wales,BYRON SHIRE COUNCIL,House,29.10,"$1,156.00 ",Entire home/apt,3,4,7
21594650,Australia,NSW,BYRON SHIRE COUNCIL,House,31.91,"$1,671.00 ",Entire home/apt,2,4,6
10038524,Australia,NSW,BYRON SHIRE COUNCIL,House,31.85,"$1,080.00 ",Entire home/apt,3,4,6
28692866,Australia,NSW,BYRON SHIRE COUNCIL,House,31.27,"$1,810.00 ",Entire home/apt,3,3,6
32408273,Australia,NSW,BYRON SHIRE COUNCIL,House,32.83,"$1,340.00 ",Entire home/apt,2,3,3
34153338,Australia,NSW,BYRON SHIRE COUNCIL,House,31.29,"$1,680.00 ",Entire home/apt,2,4,6
4269535,Australia,NSW,BYRON SHIRE COUNCIL,House,28.88,$950.00 ,Entire home/apt,2,2,2
25275723,Australia,NSW,BYRON SHIRE COUNCIL,House,33.87,"$1,683.00 ",Entire home/apt,3,4,5
28865290,Australia,NSW,BYRON SHIRE COUNCIL,House,31.93,"$1,449.00 ",Entire home/apt,2,3,6
30562823,Australia,,BYRON SHIRE COUNCIL,House,33.25,"$1,692.00 ",Entire home/apt,1,3,3
27369344,Australia,NSW,BYRON SHIRE COUNCIL,House,31.62,"$1,351.00 ",Entire home/apt,1,1,1
24527018,Australia,NSW,BYRON SHIRE COUNCIL,Camper/RV,31.00,"$1,693.00 ",Entire home/apt,0,0,2
29834988,Australia,NSW,BYRON SHIRE COUNCIL,House,32.92,"$1,570.00 ",Entire home/apt,1,1,1
20446208,Australia,NSW,BYRON SHIRE COUNCIL,Apartment,30.38,"$1,260.00 ",Entire home/apt,1,2,2
15833685,Australia,NSW,BYRON SHIRE COUNCIL,House,32.30,"$1,699.00 ",Entire home/apt,2.5,4,5
27006165,Australia,NSW,BYRON SHIRE COUNCIL,Guest suite,28.93,$960.00 ,Entire home/apt,1,1,1
31147718,Australia,NSW,BYRON SHIRE COUNCIL,House,32.30,"$1,576.00 ",Entire home/apt,1.5,3,4
32965424,Australia,NSW,BYRON SHIRE COUNCIL,House,30.41,"$1,099.00 ",Entire home/apt,2,3,3
4826566,Australia,NSW,BYRON SHIRE COUNCIL,House,29.50,"$1,100.00 ",Entire home/apt,3,3,4
23328166,Australia,NSW,BYRON SHIRE COUNCIL,House,28.89,"$1,100.00 ",Entire home/apt,1,4,4
4540941,Australia,NSW,BYRON SHIRE COUNCIL,House,31.63,"$1,030.00 ",Entire home/apt,1,4,6
23043859,Australia,NSW,BYRON SHIRE COUNCIL,House,31.35,"$1,582.00 ",Entire home/apt,2,4,5
5340092,Australia,NSW,BYRON SHIRE COUNCIL,Apartment,29.81,"$1,275.00 ",Entire home/apt,1,2,4
21667961,Australia,NSW,BYRON SHIRE COUNCIL,House,32.34,"$1,481.00 ",Entire home/apt,3,3,4
9215874,Australia,NSW,BYRON SHIRE COUNCIL,Apartment,28.71,$912.00 ,Entire home/apt,2,2,3
3013851,Australia,NSW,BYRON SHIRE COUNCIL,House,30.78,$912.00 ,Entire home/apt,1,1,1
32095320,Australia,NSW,BYRON SHIRE COUNCIL,House,30.44,"$1,600.00 ",Entire home/apt,3,4,4
24711710,Australia,NSW,BYRON SHIRE COUNCIL,House,32.04,"$1,600.00 ",Entire home/apt,2,3,3
29566438,Australia,NSW,BYRON SHIRE COUNCIL,House,31.72,"$1,600.00 ",Entire home/apt,1.5,3,3
4597381,Australia,New South Wales,BYRON SHIRE COUNCIL,House,31.41,"$1,730.00 ",Entire home/apt,2,3,3
21818545,Australia,NSW,BYRON SHIRE COUNCIL,House,31.73,"$1,488.00 ",Entire home/apt,2.5,3,3
14669086,Australia,NSW,BYRON SHIRE COUNCIL,House,32.05,"$1,605.00 ",Entire home/apt,2,4,5
1937280,Australia,NSW,BYRON SHIRE COUNCIL,Apartment,31.73,"$1,490.00 ",Entire home/apt,1,2,4
17370372,Australia,NSW,BYRON SHIRE COUNCIL,House,29.88,"$1,120.00 ",Entire home/apt,2.5,5,5
26341860,Australia,NSW,BYRON SHIRE COUNCIL,House,30.51,$980.00 ,Entire home/apt,3,4,5
2680724,Australia,NSW,BYRON SHIRE COUNCIL,House,28.42,$980.00 ,Entire home/apt,1,3,4
32748094,Australia,NSW,BYRON SHIRE COUNCIL,Apartment,31.42,"$1,050.00 ",Entire home/apt,2,3,5
16815099,Australia,NSW,BYRON SHIRE COUNCIL,House,30.82,"$1,050.00 ",Entire home/apt,2,2,2
23223270,Australia,NSW,BYRON SHIRE COUNCIL,Guesthouse,29.34,$920.00 ,Entire home/apt,1,2,2
17348065,Australia,NSW,BYRON SHIRE COUNCIL,House,29.89,"$1,206.00 ",Entire home/apt,2.5,3,3
11002267,Australia,NSW,BYRON SHIRE COUNCIL,Guesthouse,31.73,"$1,125.00 ",Entire home/apt,1,1,2
9978429,Australia,NSW,BYRON SHIRE COUNCIL,House,32.71,"$1,500.00 ",Entire home/apt,2,4,5
17673319,Australia,NSW,BYRON SHIRE COUNCIL,House,30.52,"$1,300.00 ",Entire home/apt,2,3,4
24562250,Australia,NSW,BYRON SHIRE COUNCIL,House,29.63,"$1,055.00 ",Entire home/apt,1.5,3,4
29967542,Australia,NSW,BYRON SHIRE COUNCIL,House,31.79,"$1,755.00 ",Entire home/apt,1.5,3,3
26008132,Australia,NSW,BYRON SHIRE COUNCIL,Apartment,33.45,"$1,902.00 ",Entire home/apt,3,4,5
19752958,Australia,NSW,BYRON SHIRE COUNCIL,House,31.15,"$1,510.00 ",Entire home/apt,2,4,6
29014812,Australia,NSW,BYRON SHIRE COUNCIL,House,31.45,$990.00 ,Entire home/apt,4,4,4
4937229,Australia,NSW,BYRON SHIRE COUNCIL,House,33.45,"$1,768.00 ",Entire home/apt,4,4,6
2012693,Australia,NSW,BYRON SHIRE COUNCIL,House,30.88,$995.00 ,Entire home/apt,2,4,8
1028243,Australia,NSW,BYRON SHIRE COUNCIL,House,30.86,"$1,520.00 ",Entire home/apt,2,2,2
3373052,Australia,NSW,BYRON SHIRE COUNCIL,House,31.18,$933.00 ,Entire home/apt,2,3,4
11657128,Australia,NSW,BYRON SHIRE COUNCIL,House,33.49,"$1,920.00 ",Entire home/apt,3,4,6
30773542,Australia,NSW,BYRON SHIRE COUNCIL,Apartment,30.60,$999.00 ,Entire home/apt,2,3,5
19101010,Australia,NSW,BYRON SHIRE COUNCIL,House,30.00,$999.00 ,Entire home/apt,2.5,3,4
30274996,Australia,nsw,BYRON SHIRE COUNCIL,Apartment,30.60,"$1,000.00 ",Entire home/apt,1,1,1
10499711,Australia,NSW,BYRON SHIRE COUNCIL,House,30.26,"$1,419.00 ",Entire home/apt,2.5,3,4
21925535,Australia,NSW,BYRON SHIRE COUNCIL,House,30.57,"$1,530.00 ",Entire home/apt,2,3,4
23231143,Australia,NSW,BYRON SHIRE COUNCIL,Apartment,30.91,"$1,426.00 ",Entire home/apt,1.5,3,4
2554286,Australia,NSW,BYRON SHIRE COUNCIL,House,29.68,"$1,235.00 ",Entire home/apt,3,3,3
9399162,Australia,NSW,BYRON SHIRE COUNCIL,House,29.13,"$1,006.00 ",Entire home/apt,2,3,4
21902920,Australia,NSW,BYRON SHIRE COUNCIL,House,31.87,"$1,430.00 ",Entire home/apt,2,3,4
24038398,Australia,NSW,BYRON SHIRE COUNCIL,House,31.54,"$1,079.00 ",Entire home/apt,1,2,4
15988905,Australia,NSW,BYRON SHIRE COUNCIL,House,33.85,"$1,800.00 ",Entire home/apt,2.5,4,4
9137465,Australia,NSW,BYRON SHIRE COUNCIL,House,34.22,"$1,951.00 ",Entire home/apt,3,5,6
21940477,Australia,NSW,BYRON SHIRE COUNCIL,House,30.64,"$1,160.00 ",Entire home/apt,1,3,3
32747702,Australia,NSW,BYRON SHIRE COUNCIL,Apartment,30.67,$950.00 ,Entire home/apt,2,3,5
7774342,Australia,NSW,BYRON SHIRE COUNCIL,House,32.85,"$1,440.00 ",Entire home/apt,2.5,3,5
21414004,Australia,NSW,BYRON SHIRE COUNCIL,House,30.04,"$1,250.00 ",Entire home/apt,2,3,4
9066621,Australia,NSW,BYRON SHIRE COUNCIL,House,30.04,"$1,250.00 ",Entire home/apt,4,6,8
33860494,Australia,NSW,BYRON SHIRE COUNCIL,House,31.93,"$1,680.00 ",Entire home/apt,3,5,9
26737562,Australia,NSW,BYRON SHIRE COUNCIL,House,30.69,"$1,020.00 ",Entire home/apt,1,3,3
17613154,Australia,NSW,BYRON SHIRE COUNCIL,House,29.45,"$1,169.00 ",Entire home/apt,2.5,4,4
17348365,Australia,NSW,BYRON SHIRE COUNCIL,House,31.93,"$1,449.00 ",Entire home/apt,2.5,3,4
1159958,Australia,NSW,BYRON SHIRE COUNCIL,Apartment,32.89,"$1,561.00 ",Entire home/apt,1,2,4
33122078,Australia,NSW,BYRON SHIRE COUNCIL,House,31.93,"$1,450.00 ",Entire home/apt,2,3,4
3911015,Australia,NSW,BYRON SHIRE COUNCIL,House,32.87,"$1,349.00 ",Entire home/apt,1,2,2
21868266,Australia,NSW,BYRON SHIRE COUNCIL,House,31.62,"$1,350.00 ",Entire home/apt,1,3,6
7204932,Australia,NSW,BYRON SHIRE COUNCIL,House,30.36,"$1,350.00 ",Entire home/apt,2.5,3,3
30926601,Australia,NSW,BYRON SHIRE COUNCIL,House,33.28,"$1,973.00 ",Entire home/apt,3,4,8
805381,Australia,NSW,BYRON SHIRE COUNCIL,House,33.28,"$1,974.00 ",Entire home/apt,3,4,11
26642183,Australia,NSW,BYRON SHIRE COUNCIL,House,30.66,"$1,689.00 ",Entire home/apt,2,2,4
31337949,Australia,NSW,BYRON SHIRE COUNCIL,House,29.50,"$1,099.00 ",Entire home/apt,2.5,4,4
21403041,Australia,NSW,BYRON SHIRE COUNCIL,House,31.32,"$1,695.00 ",Entire home/apt,2.5,4,4
28914706,Australia,NSW,BYRON SHIRE COUNCIL,House,29.50,"$1,100.00 ",Entire home/apt,2.5,3,3
3721549,Australia,NSW,BYRON SHIRE COUNCIL,Apartment,30.13,"$1,031.00 ",Entire home/apt,2,3,4
3742725,Australia,NSW,BYRON SHIRE COUNCIL,Apartment,29.53,"$1,031.00 ",Entire home/apt,2,3,4
30606192,Australia,NSW,BYRON SHIRE COUNCIL,House,32.62,"$1,470.00 ",Entire home/apt,2,4,5
9635059,Australia,NSW,BYRON SHIRE COUNCIL,Apartment,33.67,"$1,999.00 ",Entire home/apt,2.5,3,4
621384,Australia,NSW,BYRON SHIRE COUNCIL,House,33.98,"$1,850.00 ",Entire home/apt,1.5,3,4
10616392,Australia,NSW,BYRON SHIRE COUNCIL,House,30.11,"$1,370.00 ",Entire home/apt,2.5,3,3
14340689,Australia,NSW,BYRON SHIRE COUNCIL,House,32.00,"$1,474.00 ",Entire home/apt,2,3,3
21612677,Australia,NSW,BYRON SHIRE COUNCIL,House,32.34,"$1,715.00 ",Entire home/apt,3,4,4
18348851,Australia,NSW,BYRON SHIRE COUNCIL,House,30.11,"$1,476.00 ",Entire home/apt,3,4,8
15572090,Australia,NSW,BYRON SHIRE COUNCIL,House,30.78,$974.00 ,Entire home/apt,1.5,4,4
16665840,Australia,New South Wales,BYRON SHIRE COUNCIL,House,32.36,"$1,599.00 ",Entire home/apt,2,3,4
9172050,Australia,New South Wales,BYRON SHIRE COUNCIL,House,31.40,"$1,119.00 ",Entire home/apt,2.5,4,4
16288456,Australia,NSW,BYRON SHIRE COUNCIL,House,29.31,$980.00 ,Entire home/apt,2,3,3
9849066,Australia,NSW,BYRON SHIRE COUNCIL,House,32.73,"$1,876.00 ",Entire home/apt,1.5,3,3
18183380,Australia,NSW,BYRON SHIRE COUNCIL,House,30.51,"$1,125.00 ",Private room,1,1,1
25086985,Australia,NSW,BYRON SHIRE COUNCIL,House,33.39,"$1,878.00 ",Entire home/apt,3,5,8
30292640,Australia,NSW,BYRON SHIRE COUNCIL,House,32.37,"$1,295.00 ",Entire home/apt,2,2,3
14902315,Australia,NSW,BYRON SHIRE COUNCIL,Apartment,32.07,"$1,394.00 ",Entire home/apt,1.5,3,4
33808328,Australia,NSW,BYRON SHIRE COUNCIL,House,32.08,"$1,500.00 ",Entire home/apt,3.5,4,5
14155354,Australia,NSW,BYRON SHIRE COUNCIL,House,33.07,"$1,745.00 ",Entire home/apt,1.5,3,4
30274730,Australia,NSW,BYRON SHIRE COUNCIL,Apartment,30.21,"$1,211.00 ",Entire home/apt,1,1,1
1227385,Australia,NSW,BYRON SHIRE COUNCIL,House,30.83,"$1,300.00 ",Entire home/apt,1,1,2
21729352,Australia,NSW,BYRON SHIRE COUNCIL,House,30.51,"$1,398.00 ",Entire home/apt,1,3,4
15527674,Australia,New South Wales,BYRON SHIRE COUNCIL,House,31.77,"$1,399.00 ",Entire home/apt,3,4,7
19458103,Australia,NSW,BYRON SHIRE COUNCIL,Apartment,33.41,"$1,751.00 ",Entire home/apt,2,3,4
30913005,Australia,NSW,BYRON SHIRE COUNCIL,Apartment,32.43,"$1,751.00 ",Entire home/apt,2,3,5
23596525,Australia,NSW,BYRON SHIRE COUNCIL,House,32.13,"$2,051.00 ",Entire home/apt,2.5,5,5
32018443,Australia,NSW,BYRON SHIRE COUNCIL,House,32.78,"$1,896.00 ",Entire home/apt,2,3,3
32904284,Australia,NSW,BYRON SHIRE COUNCIL,House,30.25,"$1,136.00 ",Private room,1,1,1
28564363,Australia,NSW,BYRON SHIRE COUNCIL,House,31.79,"$1,219.00 ",Entire home/apt,1,2,2
29615384,Australia,NSW,BYRON SHIRE COUNCIL,House,30.60,"$1,000.00 ",Entire home/apt,3,4,4
16232192,Australia,NSW,BYRON SHIRE COUNCIL,House,29.70,"$1,000.00 ",Entire home/apt,2,3,5
21349749,Australia,NSW,BYRON SHIRE COUNCIL,House,28.80,"$1,000.00 ",Entire home/apt,2,3,3
27819080,Australia,NSW,BYRON SHIRE COUNCIL,House,33.09,"$1,521.00 ",Entire home/apt,2.5,3,4
8373282,Australia,New South Wales,BYRON SHIRE COUNCIL,House,30.23,"$1,521.00 ",Entire home/apt,2.5,4,7
17563755,Australia,NSW,BYRON SHIRE COUNCIL,House,33.08,"$1,415.00 ",Entire home/apt,2,3,3
16796253,Australia,NSW,BYRON SHIRE COUNCIL,Apartment,33.11,"$1,526.00 ",Entire home/apt,2,3,4
15888391,Australia,NSW,BYRON SHIRE COUNCIL,House,32.77,"$1,320.00 ",Entire home/apt,2,3,5
26199894,Australia,NSW,BYRON SHIRE COUNCIL,Apartment,31.52,"$1,321.00 ",Entire home/apt,2,3,4
1807901,Australia,NSW,BYRON SHIRE COUNCIL,House,30.61,"$1,150.00 ",Entire home/apt,2,3,3
23650248,Australia,NSW,BYRON SHIRE COUNCIL,House,33.12,"$1,530.00 ",Entire home/apt,3,6,8
17437390,Australia,NSW,BYRON SHIRE COUNCIL,House,30.89,"$1,650.00 ",Entire home/apt,3,3,4
23207370,Australia,NSW,BYRON SHIRE COUNCIL,House,30.29,"$1,325.00 ",Entire home/apt,1,2,1
7763516,Australia,NSW,BYRON SHIRE COUNCIL,House,30.58,"$1,655.00 ",Entire home/apt,2,3,4
32171413,Australia,NSW,BYRON SHIRE COUNCIL,House,29.68,"$1,331.00 ",Entire home/apt,2,2,4
27583866,Australia,NSW,BYRON SHIRE COUNCIL,House,30.91,"$1,659.00 ",Entire home/apt,2,3,5
31239827,Australia,NSW,BYRON SHIRE COUNCIL,Apartment,31.25,"$1,545.00 ",Entire home/apt,2,3,4
32871467,Australia,NSW,BYRON SHIRE COUNCIL,House,32.19,"$1,245.00 ",Entire home/apt,2,3,3
30358413,Australia,NSW,BYRON SHIRE COUNCIL,House,31.89,"$1,546.00 ",Entire home/apt,3.5,3,3
6119839,Australia,NSW,BYRON SHIRE COUNCIL,Guest suite,33.20,"$1,799.00 ",Entire home/apt,1,0,1
25384344,Australia,NSW,BYRON SHIRE COUNCIL,House,30.93,"$1,801.00 ",Entire home/apt,2,4,6
2190190,Australia,NSW,BYRON SHIRE COUNCIL,House,33.18,"$1,550.00 ",Entire home/apt,2,4,7
15942835,Australia,NSW,BYRON SHIRE COUNCIL,House,28.88,"$1,020.00 ",Entire home/apt,2,3,4
15887383,Australia,NSW,BYRON SHIRE COUNCIL,House,33.89,"$1,815.00 ",Entire home/apt,1,3,3
29037968,Australia,NSW,BYRON SHIRE COUNCIL,House,30.98,"$1,450.00 ",Entire home/apt,1,2,4
20125151,Australia,NSW,BYRON SHIRE COUNCIL,Apartment,31.61,"$1,561.00 ",Entire home/apt,1,2,2
4902331,Australia,NSW,BYRON SHIRE COUNCIL,Apartment,30.36,"$1,350.00 ",Entire home/apt,1,1,1
9792156,Australia,NSW,BYRON SHIRE COUNCIL,House,30.68,"$1,350.00 ",Entire home/apt,3,3,3
14206537,Australia,NSW,BYRON SHIRE COUNCIL,House,32.88,"$1,451.00 ",Entire home/apt,4,4,8
22016027,Australia,NSW,BYRON SHIRE COUNCIL,House,29.50,"$1,100.00 ",Entire home/apt,1,3,5
29967280,Australia,NSW,BYRON SHIRE COUNCIL,House,30.72,"$1,180.00 ",Entire home/apt,2,3,3
26788330,Australia,NSW,BYRON SHIRE COUNCIL,House,32.27,"$1,359.00 ",Entire home/apt,1.5,3,4
11191534,Australia,NSW,BYRON SHIRE COUNCIL,House,32.95,"$1,700.00 ",Entire home/apt,2,3,3
12008028,Australia,NSW,BYRON SHIRE COUNCIL,House,33.60,"$1,701.00 ",Entire home/apt,2,6,6
16073971,Australia,New South Wales,BYRON SHIRE COUNCIL,House,31.02,"$1,840.00 ",Entire home/apt,3.5,3,3
17534731,Australia,NSW,BYRON SHIRE COUNCIL,House,32.29,"$1,189.00 ",Entire home/apt,1.5,2,3
30231955,Australia,NSW,BYRON SHIRE COUNCIL,House,32.02,"$1,850.00 ",Entire home/apt,1,3,3
32904737,Australia,NSW,BYRON SHIRE COUNCIL,House,30.14,"$1,280.00 ",Private room,1,1,1
16849104,Australia,NSW,BYRON SHIRE COUNCIL,House,29.88,"$1,120.00 ",Entire home/apt,3,5,7
18921877,Australia,NSW,BYRON SHIRE COUNCIL,House,34.72,"$2,180.00 ",Entire home/apt,3.5,6,5
10836195,Australia,NSW,BYRON SHIRE COUNCIL,House,33.99,"$1,725.00 ",Entire home/apt,1,3,6
6994736,Australia,NSW,BYRON SHIRE COUNCIL,House,32.68,"$1,600.00 ",Entire home/apt,2.5,3,4
1236948,Australia,NSW,BYRON SHIRE COUNCIL,House,32.36,"$1,600.00 ",Entire home/apt,2,3,4
29115505,Australia,NSW,BYRON SHIRE COUNCIL,House,31.08,"$1,600.00 ",Entire home/apt,2,4,4
563544,Australia,NSW,BYRON SHIRE COUNCIL,House,32.05,"$1,863.00 ",Entire home/apt,2,3,6
21325395,Australia,NSW,BYRON SHIRE COUNCIL,House,30.52,"$1,051.00 ",Entire home/apt,2,3,0
2483837,Australia,NSW,BYRON SHIRE COUNCIL,House,33.03,"$1,731.00 ",Entire home/apt,2,4,5
17929095,Australia,NSW,BYRON SHIRE COUNCIL,House,34.09,"$2,200.00 ",Entire home/apt,3.5,4,6
20640421,Australia,NSW,BYRON SHIRE COUNCIL,Apartment,32.08,"$1,499.00 ",Entire home/apt,2.5,3,4
23095164,Australia,NSW,BYRON SHIRE COUNCIL,House,29.58,"$1,300.00 ",Entire home/apt,3.5,4,3
14985487,Australia,NSW,BYRON SHIRE COUNCIL,House,32.40,"$1,399.00 ",Entire home/apt,1,4,0
2028472,Australia,NSW,BYRON SHIRE COUNCIL,House,31.45,"$1,620.00 ",Entire home/apt,1,2,3
