id,country,state,neighbourhood_cleansed,property_type,square_meters,price,room_type,bathrooms,bedrooms,beds
32091329,Australia,NSW,BYRON SHIRE COUNCIL,Apartment,20.34,$125.00 ,Entire home/apt,1,1,1
18085142,Australia,NSW,BYRON SHIRE COUNCIL,House,21.60,$131.00 ,Entire home/apt,1,2,2
5995369,Australia,NSW,BYRON SHIRE COUNCIL,Apartment,21.16,$160.00 ,Entire home/apt,1,1,1
15620588,Australia,NSW,BYRON SHIRE COUNCIL,House,22.69,$145.00 ,Private room,1,1,1
10755488,Australia,NSW,BYRON SHIRE COUNCIL,Guest suite,21.85,$189.00 ,Entire home/apt,1,1,1
24877953,Australia,NSW,BYRON SHIRE COUNCIL,Guest suite,22.07,$139.00 ,Entire home/apt,1,1,1
33191287,Australia,NSW,BYRON SHIRE COUNCIL,House,21.64,$139.00 ,Private room,1,1,1
16407425,Australia,NSW,BYRON SHIRE COUNCIL,House,21.24,$121.00 ,Private room,1,1,1
4458008,Australia,NSW,BYRON SHIRE COUNCIL,House,20.41,$121.00 ,Entire home/apt,2,3,2
25236998,Australia,NSW,BYRON SHIRE COUNCIL,House,21.87,$121.00 ,Private room,1,1,1
17128347,Australia,NSW,BYRON SHIRE COUNCIL,House,23.93,$190.00 ,Entire home/apt,1,1,3
10038584,Australia,NSW,BYRON SHIRE COUNCIL,Apartment,23.23,$180.00 ,Entire home/apt,1,2,3
31623001,Australia,NSW,BYRON SHIRE COUNCIL,House,22.78,$180.00 ,Entire home/apt,2,4,5
6227896,Australia,NSW,BYRON SHIRE COUNCIL,Guest suite,23.45,$180.00 ,Entire home/apt,1,1,1
410733,Australia,NSW,BYRON SHIRE COUNCIL,Apartment,23.22,$171.00 ,Entire home/apt,1,1,1
16870802,Australia,NSW,BYRON SHIRE COUNCIL,Guesthouse,21.66,$171.00 ,Entire home/apt,1,1,1
23153926,Australia,NSW,BYRON SHIRE COUNCIL,House,21.88,$171.00 ,Entire home/apt,1,2,3
23651676,Australia,NSW,BYRON SHIRE COUNCIL,Apartment,20.39,$140.00 ,Entire home/apt,1,1,1
30775257,Australia,NSW,BYRON SHIRE COUNCIL,House,23.71,$181.00 ,Entire home/apt,1,3,5
15902815,Australia,NSW,BYRON SHIRE COUNCIL,House,21.68,$155.00 ,Private room,1,1,2
23982498,Australia,NSW,BYRON SHIRE COUNCIL,Guesthouse,20.47,$129.00 ,Entire home/apt,1,1,2
12313618,Australia,NSW,BYRON SHIRE COUNCIL,Apartment,21.74,$129.00 ,Private room,1.5,1,1
12796965,Australia,NSW,BYRON SHIRE COUNCIL,Apartment,20.68,$129.00 ,Entire home/apt,1,1,1
22816134,Australia,NSW,BYRON SHIRE COUNCIL,Guest suite,22.17,$165.00 ,Private room,1,1,2
17629178,Australia,NSW,BYRON SHIRE COUNCIL,House,22.65,$194.00 ,Entire home/apt,1,2,2
17671037,Australia,NSW,BYRON SHIRE COUNCIL,House,21.98,$136.00 ,Entire home/apt,1,2,2
10813390,Australia,NSW,BYRON SHIRE COUNCIL,Guesthouse,20.27,$136.00 ,Entire home/apt,1,0,2
20876321,Australia,NSW,BYRON SHIRE COUNCIL,House,21.14,$124.00 ,Private room,1,1,1
4033174,Australia,NSW,BYRON SHIRE COUNCIL,Guesthouse,21.98,$175.00 ,Entire home/apt,1,1,1
26790871,Australia,NSW,BYRON SHIRE COUNCIL,Guest suite,23.35,$185.00 ,Entire home/apt,1,1,1
33349923,Australia,NSW,BYRON SHIRE COUNCIL,House,22.70,$186.00 ,Entire home/apt,1,3,4
16033204,Australia,NSW,BYRON SHIRE COUNCIL,House,20.76,$125.00 ,Entire home/apt,1,2,2
29378511,Australia,NSW,BYRON SHIRE COUNCIL,House,20.97,$125.00 ,Private room,1,1,1
12294781,Australia,NSW,BYRON SHIRE COUNCIL,Apartment,21.80,$197.00 ,Entire home/apt,1,1,2
14060167,Australia,NSW,BYRON SHIRE COUNCIL,House,22.25,$168.00 ,Private room,1,1,1
346741,Australia,NSW,BYRON SHIRE COUNCIL,Apartment,20.58,$126.00 ,Private room,,1,1
16595875,Australia,NSW,BYRON SHIRE COUNCIL,House,22.97,$170.00 ,Entire home/apt,2,3,1
32819557,Australia,NSW,BYRON SHIRE COUNCIL,Camper/RV,23.01,$200.00 ,Entire home/apt,0,0,1
6663898,Australia,NSW,BYRON SHIRE COUNCIL,Apartment,22.09,$200.00 ,Entire home/apt,1,1,1
18154661,Australia,NSW,BYRON SHIRE COUNCIL,Guest suite,21.86,$200.00 ,Entire home/apt,1,2,2
6146558,Australia,NSW,BYRON SHIRE COUNCIL,House,23.70,$190.00 ,Entire home/apt,1.5,4,4
7349456,Australia,NSW,BYRON SHIRE COUNCIL,Guest suite,22.56,$190.00 ,Entire home/apt,1,1,1
21949167,Australia,NSW,BYRON SHIRE COUNCIL,Other,22.11,$171.00 ,Entire home/apt,1,0,1
17870778,Australia,NSW,BYRON SHIRE COUNCIL,Guest suite,21.91,$134.00 ,Entire home/apt,1,1,1
17982118,Australia,NSW,BYRON SHIRE COUNCIL,House,22.13,$181.00 ,Entire home/apt,1,2,2
29994327,Australia,NSW,BYRON SHIRE COUNCIL,Apartment,23.72,$191.00 ,Entire home/apt,1,2,2
18839739,Australia,NSW,BYRON SHIRE COUNCIL,Guest suite,20.85,$141.00 ,Entire home/apt,1,1,1
18182333,Australia,NSW,BYRON SHIRE COUNCIL,Nature lodge,21.92,$182.00 ,Private room,1.5,2,3
22735108,Australia,NSW,BYRON SHIRE COUNCIL,Loft,22.60,$142.00 ,Entire home/apt,1,1,1
10477291,Australia,NSW,BYRON SHIRE COUNCIL,Guesthouse,20.70,$136.00 ,Entire home/apt,1,1,1
24377828,Australia,NSW,BYRON SHIRE COUNCIL,Guest suite,21.34,$136.00 ,Entire home/apt,1,0,2
34062821,Australia,NSW,BYRON SHIRE COUNCIL,House,22.88,$194.00 ,Private room,1,1,1
16326559,Australia,NSW,BYRON SHIRE COUNCIL,Apartment,23.31,$166.00 ,Entire home/apt,1,1,1
26139094,Australia,NSW,BYRON SHIRE COUNCIL,Guest suite,23.59,$195.00 ,Entire home/apt,1,0,1
20766663,Australia,NSW,BYRON SHIRE COUNCIL,Guest suite,22.23,$151.00 ,Private room,1.5,2,2
14920736,Australia,NSW,BYRON SHIRE COUNCIL,Apartment,21.64,$170.00 ,Private room,1,1,1
17029195,Australia,NSW,BYRON SHIRE COUNCIL,Guesthouse,21.43,$180.00 ,Entire home/apt,1,0,1
31519748,Australia,NSW,BYRON SHIRE COUNCIL,Guest suite,23.97,$224.00 ,Entire home/apt,1,1,2
8722615,Australia,NSW,BYRON SHIRE COUNCIL,Apartment,22.10,$190.00 ,Entire home/apt,1.5,0,1
33453358,Australia,NSW,BYRON SHIRE COUNCIL,Guest suite,21.45,$181.00 ,Entire home/apt,1,0,1
33911394,Australia,NSW,BYRON SHIRE COUNCIL,Camper/RV,21.49,$148.00 ,Entire home/apt,1,0,2
9828959,Australia,NSW,BYRON SHIRE COUNCIL,Apartment,24.02,$215.00 ,Entire home/apt,1,1,2
17994890,Australia,NSW,BYRON SHIRE COUNCIL,Guest suite,23.06,$165.00 ,Entire home/apt,1,1,1
10022455,Australia,NSW,BYRON SHIRE COUNCIL,Apartment,21.98,$150.00 ,Entire home/apt,1,1,1
657024,Australia,NSW,BYRON SHIRE COUNCIL,Apartment,22.41,$150.00 ,Entire home/apt,1,1,1
29261946,Australia,NSW,BYRON SHIRE COUNCIL,House,22.20,$150.00 ,Private room,1,1,1
23551211,Australia,NSW,BYRON SHIRE COUNCIL,Apartment,21.98,$150.00 ,Entire home/apt,1,2,3
19364289,Australia,NSW,BYRON SHIRE COUNCIL,Other,21.55,$143.00 ,Private room,1,1,1
14189530,Australia,NSW,BYRON SHIRE COUNCIL,Apartment,21.73,$194.00 ,Entire home/apt,1,1,1
31362865,Australia,NSW,BYRON SHIRE COUNCIL,House,22.88,$175.00 ,Private room,1,1,1
17368082,Australia,NSW,BYRON SHIRE COUNCIL,House,23.38,$230.00 ,Entire home/apt,2,2,3
409773,Australia,NSW,BYRON SHIRE COUNCIL,House,24.33,$230.00 ,Entire home/apt,0,1,1
23843744,Australia,NSW,BYRON SHIRE COUNCIL,Guest suite,21.57,$151.00 ,Entire home/apt,1,1,1
17483441,Australia,NSW,BYRON SHIRE COUNCIL,Guesthouse,20.70,$151.00 ,Entire home/apt,1,1,1
5280663,Australia,NSW,BYRON SHIRE COUNCIL,House,22.23,$176.00 ,Entire home/apt,1,1,2
4054218,Australia,New South Wales,BYRON SHIRE COUNCIL,Apartment,23.89,$220.00 ,Entire home/apt,1,1,1
22870106,Australia,NSW,BYRON SHIRE COUNCIL,Apartment,22.05,$178.00 ,Entire home/apt,1,0,1
32277153,Australia,NSW,BYRON SHIRE COUNCIL,House,20.96,$161.00 ,Entire home/apt,1,1,2
990739,Australia,NSW,BYRON SHIRE COUNCIL,House,22.53,$210.00 ,Entire home/apt,1.5,3,3
18063781,Australia,NSW,BYRON SHIRE COUNCIL,Other,22.53,$170.00 ,Entire home/apt,1.5,1,1
4805643,Australia,NSW,BYRON SHIRE COUNCIL,House,23.97,$236.00 ,Private room,1,1,1
28991338,Australia,NSW,BYRON SHIRE COUNCIL,Guesthouse,23.01,$200.00 ,Entire home/apt,1,1,2
23220697,Australia,NSW,BYRON SHIRE COUNCIL,Guest suite,24.16,$200.00 ,Entire home/apt,1,0,1
1798659,Australia,NSW,BYRON SHIRE COUNCIL,Apartment,21.88,$180.00 ,Entire home/apt,1,0,1
1095339,Australia,NSW,BYRON SHIRE COUNCIL,House,22.33,$180.00 ,Entire home/apt,1.5,3,3
17812376,Australia,NSW,BYRON SHIRE COUNCIL,Apartment,21.65,$180.00 ,Entire home/apt,1,1,1
4868643,Australia,NSW,BYRON SHIRE COUNCIL,House,22.10,$180.00 ,Entire home/apt,1,2,3
30782421,Australia,NSW,BYRON SHIRE COUNCIL,Guest suite,21.65,$180.00 ,Entire home/apt,1,1,1
20123619,Australia,NSW,BYRON SHIRE COUNCIL,House,21.45,$181.00 ,Entire home/apt,1,1,1
9230392,Australia,NSW,BYRON SHIRE COUNCIL,Apartment,23.05,$225.00 ,Entire home/apt,1,2,4
23468040,Australia,NSW,BYRON SHIRE COUNCIL,House,24.45,$213.00 ,Private room,1,1,1
29349380,Australia,NSW,BYRON SHIRE COUNCIL,House,23.56,$240.00 ,Private room,1,3,1
7538764,Australia,NSW,BYRON SHIRE COUNCIL,House,22.40,$157.00 ,Entire home/apt,2,3,4
11798926,Australia,NSW,BYRON SHIRE COUNCIL,House,22.41,$150.00 ,Private room,1,1,1
11829454,Australia,NSW,BYRON SHIRE COUNCIL,House,22.20,$150.00 ,Private room,1,1,1
9301911,Australia,NSW,BYRON SHIRE COUNCIL,House,22.85,$150.00 ,Entire home/apt,1,1,1
23999601,Australia,NSW,BYRON SHIRE COUNCIL,Apartment,22.20,$150.00 ,Entire home/apt,1,1,1
4371120,Australia,NSW,BYRON SHIRE COUNCIL,Guest suite,20.67,$150.00 ,Entire home/apt,1,1,1
23997335,Australia,NSW,BYRON SHIRE COUNCIL,House,22.65,$194.00 ,Entire home/apt,1,1,1
30296390,Australia,NSW,BYRON SHIRE COUNCIL,House,22.65,$194.00 ,Entire home/apt,2,2,2
19703510,Australia,NSW,BYRON SHIRE COUNCIL,House,21.96,$205.00 ,Entire home/apt,2,3,4
32527775,Australia,NSW,BYRON SHIRE COUNCIL,House,23.35,$205.00 ,Private room,1,1,1
18618899,Australia,NSW,BYRON SHIRE COUNCIL,Guest suite,23.81,$205.00 ,Entire home/apt,1,1,1
23221929,Australia,NSW,BYRON SHIRE COUNCIL,Guesthouse,22.25,$220.00 ,Entire home/apt,1,1,1
4167204,Australia,NSW,BYRON SHIRE COUNCIL,House,22.51,$221.00 ,Private room,1,1,1
5398489,Australia,NSW,BYRON SHIRE COUNCIL,House,23.20,$179.00 ,Entire home/apt,1.5,3,6
7421690,Australia,NSW,BYRON SHIRE COUNCIL,Apartment,22.55,$171.00 ,Entire home/apt,1,1,1
24027588,Australia,NSW,BYRON SHIRE COUNCIL,Apartment,22.10,$180.00 ,Entire home/apt,1,1,2
1130956,Australia,NSW,BYRON SHIRE COUNCIL,House,22.55,$180.00 ,Entire home/apt,1,2,2
32292314,Australia,NSW,BYRON SHIRE COUNCIL,Apartment,23.45,$180.00 ,Entire home/apt,1,1,1
14057960,Australia,NSW,BYRON SHIRE COUNCIL,Guesthouse,22.55,$200.00 ,Entire home/apt,1,1,1
2058383,Australia,NSW,BYRON SHIRE COUNCIL,House,24.46,$250.00 ,Entire home/apt,1,1,2
19719444,Australia,NSW,BYRON SHIRE COUNCIL,House,21.90,$163.00 ,Private room,1,1,1
18510438,Australia,NSW,BYRON SHIRE COUNCIL,Guest suite,24.24,$251.00 ,Entire home/apt,1,1,1
26479102,Australia,NSW,BYRON SHIRE COUNCIL,House,23.77,$238.00 ,Entire home/apt,1,2,2
2819462,Australia,NSW,BYRON SHIRE COUNCIL,Other,24.46,$225.00 ,Entire home/apt,1,0,1
11496484,Australia,NSW,BYRON SHIRE COUNCIL,House,24.46,$225.00 ,Private room,1,1,1
6328425,Australia,NSW,BYRON SHIRE COUNCIL,Apartment,22.36,$226.00 ,Entire home/apt,1,1,1
4412361,Australia,New South Wales,BYRON SHIRE COUNCIL,House,23.80,$240.00 ,Entire home/apt,2,2,3
25946799,Australia,NSW,BYRON SHIRE COUNCIL,Guesthouse,24.99,$240.00 ,Entire home/apt,1,0,2
27535689,Australia,NSW,BYRON SHIRE COUNCIL,Guesthouse,21.11,$158.00 ,Entire home/apt,1,0,1
30429175,Australia,NSW,BYRON SHIRE COUNCIL,House,24.56,$256.00 ,Entire home/apt,1,2,2
13362558,Australia,NSW,BYRON SHIRE COUNCIL,Apartment,22.65,$175.00 ,Entire home/apt,1,1,2
2748200,Australia,New South Wales,BYRON SHIRE COUNCIL,Apartment,23.82,$195.00 ,Entire home/apt,1,1,1
5028833,Australia,NSW,BYRON SHIRE COUNCIL,Guesthouse,24.05,$195.00 ,Entire home/apt,1,1,1
22108528,Australia,NSW,BYRON SHIRE COUNCIL,Guesthouse,23.18,$260.00 ,Entire home/apt,1,1,1
15537259,Australia,NSW,BYRON SHIRE COUNCIL,Guest suite,23.17,$161.00 ,Private room,1,1,2
31599279,Australia,NSW,BYRON SHIRE COUNCIL,House,24.60,$220.00 ,Entire home/apt,1,2,2
29826974,Australia,NSW,BYRON SHIRE COUNCIL,House,21.41,$170.00 ,Private room,1,1,1
33749855,Australia,NSW,BYRON SHIRE COUNCIL,Nature lodge,24.62,$221.00 ,Private room,1,2,5
31599526,Australia,NSW,BYRON SHIRE COUNCIL,House,22.06,$210.00 ,Private room,1,1,1
13866481,Australia,NSW,BYRON SHIRE COUNCIL,House,23.22,$171.00 ,Entire home/apt,1,1,1
11686787,Australia,NSW,BYRON SHIRE COUNCIL,Nature lodge,23.00,$180.00 ,Entire home/apt,1,2,3
15032616,Australia,NSW,BYRON SHIRE COUNCIL,Apartment,23.70,$200.00 ,Entire home/apt,1,1,1
3989879,Australia,NSW,BYRON SHIRE COUNCIL,Apartment,23.24,$200.00 ,Entire home/apt,1,1,1
22197905,Australia,NSW,BYRON SHIRE COUNCIL,House,22.78,$200.00 ,Entire home/apt,1,2,3
1882006,Australia,NSW,BYRON SHIRE COUNCIL,House,23.24,$200.00 ,Private room,1,2,2
4412375,Australia,NSW,BYRON SHIRE COUNCIL,Apartment,23.47,$200.00 ,Entire home/apt,1,2,3
14174139,Australia,NSW,BYRON SHIRE COUNCIL,House,22.79,$190.00 ,Private room,1,1,1
7547968,Australia,NSW,BYRON SHIRE COUNCIL,Guest suite,23.49,$236.00 ,Entire home/apt,1,1,1
23403956,Australia,NSW,BYRON SHIRE COUNCIL,House,25.18,$250.00 ,Entire home/apt,1.5,2,2
26948957,Australia,NSW,BYRON SHIRE COUNCIL,Apartment,23.74,$250.00 ,Entire home/apt,2,2,2
30894469,Australia,NSW,BYRON SHIRE COUNCIL,House,24.70,$250.00 ,Entire home/apt,2,2,2
17882219,Australia,NSW,BYRON SHIRE COUNCIL,House,24.70,$250.00 ,Entire home/apt,1,0,1
33862417,Australia,NSW,BYRON SHIRE COUNCIL,House,22.78,$250.00 ,Private room,1,1,1
15738034,Australia,NSW,BYRON SHIRE COUNCIL,House,22.81,$156.00 ,Entire home/apt,1,1,2
17238776,Australia,NSW,BYRON SHIRE COUNCIL,House,23.71,$181.00 ,Entire home/apt,1,0,1
22657364,Australia,NSW,BYRON SHIRE COUNCIL,House,23.48,$181.00 ,Entire home/apt,1,1,1
19211148,Australia,NSW,BYRON SHIRE COUNCIL,Guesthouse,21.04,$164.00 ,Entire home/apt,1,1,1
29368873,Australia,NSW,BYRON SHIRE COUNCIL,Apartment,22.82,$238.00 ,Entire home/apt,1,1,1
1356773,Australia,NSW,BYRON SHIRE COUNCIL,Apartment,21.71,$193.00 ,Entire home/apt,1,2,3
14042043,Australia,NSW,BYRON SHIRE COUNCIL,House,24.75,$240.00 ,Private room,1,1,1
31417441,Australia,NSW,BYRON SHIRE COUNCIL,House,23.79,$204.00 ,Private room,1,1,1
31444890,Australia,NSW,BYRON SHIRE COUNCIL,House,23.58,$270.00 ,Private room,1,1,1
1509071,Australia,NSW,BYRON SHIRE COUNCIL,Apartment,24.79,$255.00 ,Entire home/apt,1,2,2
22173756,Australia,NSW,BYRON SHIRE COUNCIL,Apartment,22.65,$175.00 ,Entire home/apt,1,1,2
31676458,Australia,NSW,BYRON SHIRE COUNCIL,Guest suite,23.33,$175.00 ,Private room,1,0,1
17127758,Australia,NSW,BYRON SHIRE COUNCIL,House,21.13,$159.00 ,Private room,1,1,1
29341409,Australia,NSW,BYRON SHIRE COUNCIL,Guest suite,22.23,$159.00 ,Entire home/apt,1,1,2
22847038,Australia,NSW,BYRON SHIRE COUNCIL,Guesthouse,22.45,$159.00 ,Entire home/apt,1,2,3
6078197,Australia,NSW,BYRON SHIRE COUNCIL,Guesthouse,23.11,$159.00 ,Entire home/apt,1,1,2
16290257,Australia,NSW,BYRON SHIRE COUNCIL,Guesthouse,22.22,$185.00 ,Entire home/apt,1,1,1
11069346,Australia,NSW,BYRON SHIRE COUNCIL,House,23.83,$217.00 ,Private room,1,1,1
20080282,Australia,NSW,BYRON SHIRE COUNCIL,Guest suite,22.04,$160.00 ,Entire home/apt,1,2,2
16864944,Australia,NSW,BYRON SHIRE COUNCIL,House,25.37,$275.00 ,Private room,3,1,1
18213502,Australia,NSW,BYRON SHIRE COUNCIL,House,22.97,$170.00 ,Private room,1,1,1
32699335,Australia,NSW,BYRON SHIRE COUNCIL,Apartment,23.22,$199.00 ,Entire home/apt,1,2,3
4326462,Australia,NSW,BYRON SHIRE COUNCIL,Apartment,22.34,$163.00 ,Entire home/apt,1,1,1
8195437,Australia,NSW,BYRON SHIRE COUNCIL,Apartment,21.88,$180.00 ,Entire home/apt,1,2,4
25922800,Australia,NSW,BYRON SHIRE COUNCIL,Camper/RV,24.70,$279.00 ,Entire home/apt,0,0,2
4910448,Australia,NSW,BYRON SHIRE COUNCIL,House,22.09,$200.00 ,Entire home/apt,1.5,2,2
9929304,Australia,NSW,BYRON SHIRE COUNCIL,Apartment,23.01,$200.00 ,Entire home/apt,1,0,1
21300591,Australia,NSW,BYRON SHIRE COUNCIL,House,23.24,$200.00 ,Entire home/apt,2,3,3
26948838,Australia,NSW,BYRON SHIRE COUNCIL,Apartment,24.16,$200.00 ,Entire home/apt,2,2,2
4526473,Australia,NSW,BYRON SHIRE COUNCIL,House,24.68,$249.00 ,Entire home/apt,1,3,3
16963601,Australia,NSW,BYRON SHIRE COUNCIL,Apartment,23.70,$190.00 ,Entire home/apt,1,1,1
8673062,Australia,NSW,BYRON SHIRE COUNCIL,Guesthouse,23.47,$190.00 ,Entire home/apt,1,2,2
28820224,Australia,NSW,BYRON SHIRE COUNCIL,Apartment,25.70,$280.00 ,Entire home/apt,1,1,1
22984609,Australia,NSW,BYRON SHIRE COUNCIL,House,23.02,$250.00 ,Private room,1,2,2
33169241,Australia,NSW,BYRON SHIRE COUNCIL,Nature lodge,23.50,$182.00 ,Private room,1.5,2,3
7421972,Australia,NSW,BYRON SHIRE COUNCIL,Apartment,23.28,$165.00 ,Entire home/apt,1,1,2
15791348,Australia,NSW,BYRON SHIRE COUNCIL,Loft,23.29,$225.00 ,Entire home/apt,1,2,3
6135260,Australia,NSW,BYRON SHIRE COUNCIL,Guesthouse,22.63,$174.00 ,Entire home/apt,1,1,1
29371144,Australia,NSW,BYRON SHIRE COUNCIL,Apartment,24.55,$285.00 ,Entire home/apt,1,0,1
487045,Australia,NSW,BYRON SHIRE COUNCIL,House,24.79,$285.00 ,Private room,1,1,1
14095010,Australia,NSW,BYRON SHIRE COUNCIL,Camper/RV,23.55,$175.00 ,Private room,0.5,1,1
15970394,Australia,NSW,BYRON SHIRE COUNCIL,House,21.96,$205.00 ,Entire home/apt,1,1,1
21068603,Australia,NSW,BYRON SHIRE COUNCIL,House,23.39,$290.00 ,Entire home/apt,1.5,1,1
31077336,Australia,NSW,BYRON SHIRE COUNCIL,Guesthouse,22.97,$170.00 ,Entire home/apt,1.5,1,2
7826376,Australia,NSW,BYRON SHIRE COUNCIL,House,23.67,$292.00 ,Private room,1,2,1
4543296,Australia,NSW,BYRON SHIRE COUNCIL,Apartment,22.75,$179.00 ,Entire home/apt,2,1,2
11880437,Australia,NSW,BYRON SHIRE COUNCIL,House,22.78,$171.00 ,Entire home/apt,1,1,2
754213,Australia,NSW,BYRON SHIRE COUNCIL,House,22.31,$189.00 ,Entire home/apt,2.5,3,3
21244094,Australia,NSW,BYRON SHIRE COUNCIL,Guesthouse,22.99,$222.00 ,Entire home/apt,1,0,1
11328750,Australia,NSW,BYRON SHIRE COUNCIL,House,23.47,$235.00 ,Entire home/apt,1,2,2
10123411,Australia,NSW,BYRON SHIRE COUNCIL,Apartment,23.72,$296.00 ,Entire home/apt,1,0,1
9983454,Australia,NSW,BYRON SHIRE COUNCIL,House,25.43,$279.00 ,Private room,1,1,1
33881637,Australia,NSW,BYRON SHIRE COUNCIL,Apartment,23.48,$181.00 ,Entire home/apt,1.5,1,1
28237127,Australia,NSW,BYRON SHIRE COUNCIL,House,23.74,$250.00 ,Entire home/apt,2,2,3
31991074,Australia,NSW,BYRON SHIRE COUNCIL,Apartment,24.70,$250.00 ,Entire home/apt,1,1,1
18375024,Australia,NSW,BYRON SHIRE COUNCIL,Apartment,23.02,$250.00 ,Entire home/apt,1,1,1
31392305,Australia,NSW,BYRON SHIRE COUNCIL,House,23.26,$250.00 ,Private room,1,1,1
23830848,Australia,NSW,BYRON SHIRE COUNCIL,House,23.02,$250.00 ,Entire home/apt,2,2,3
5839507,Australia,NSW,BYRON SHIRE COUNCIL,House,23.26,$250.00 ,Private room,1,1,1
26602472,Australia,NSW,BYRON SHIRE COUNCIL,Apartment,25.99,$299.00 ,Entire home/apt,2,2,2
10061230,Australia,NSW,BYRON SHIRE COUNCIL,Apartment,24.50,$282.00 ,Private room,1,1,1
9944555,Australia,NSW,BYRON SHIRE COUNCIL,House,25.02,$300.00 ,Entire home/apt,2,3,4
26856573,Australia,NSW,BYRON SHIRE COUNCIL,House,24.25,$226.00 ,Private room,1,0,1
8476869,Australia,NSW,BYRON SHIRE COUNCIL,Apartment,23.78,$226.00 ,Entire home/apt,1,1,1
3655785,Australia,NSW,BYRON SHIRE COUNCIL,Apartment,24.25,$226.00 ,Entire home/apt,1,1,1
29713106,Australia,NSW,BYRON SHIRE COUNCIL,Loft,23.33,$240.00 ,Entire home/apt,1,1,1
16933558,Australia,NSW,BYRON SHIRE COUNCIL,House,23.56,$194.00 ,Private room,1,1,1
33715950,Australia,NSW,BYRON SHIRE COUNCIL,House,25.25,$254.00 ,Entire home/apt,1,1,1
27494529,Australia,NSW,BYRON SHIRE COUNCIL,Guest suite,22.45,$185.00 ,Entire home/apt,1,1,1
833757,Australia,NSW,BYRON SHIRE COUNCIL,House,21.76,$195.00 ,Entire home/apt,1,2,2
4645964,Australia,NSW,BYRON SHIRE COUNCIL,House,23.62,$230.00 ,Entire home/apt,1,1,1
18861194,Australia,NSW,BYRON SHIRE COUNCIL,House,25.10,$289.00 ,Private room,1.5,1,1
32341853,Australia,NSW,BYRON SHIRE COUNCIL,Apartment,22.73,$178.00 ,Entire home/apt,1,2,2
33349727,Australia,NSW,BYRON SHIRE COUNCIL,House,23.65,$259.00 ,Private room,1,0,1
15063408,Australia,NSW,BYRON SHIRE COUNCIL,Apartment,25.90,$309.00 ,Entire home/apt,1,1,1
11803289,Australia,NSW,BYRON SHIRE COUNCIL,House,23.68,$189.00 ,Private room,1,1,1
32596337,Australia,NSW,BYRON SHIRE COUNCIL,House,24.16,$276.00 ,Private room,1.5,2,1
5983198,Australia,NSW,BYRON SHIRE COUNCIL,House,23.20,$277.00 ,Entire home/apt,1,2,2
23667957,Australia,NSW,BYRON SHIRE COUNCIL,House,23.24,$200.00 ,Private room,1,1,1
16313758,Australia,NSW,BYRON SHIRE COUNCIL,Apartment,22.55,$200.00 ,Private room,1,2,1
17573570,Australia,NSW,BYRON SHIRE COUNCIL,Apartment,23.47,$200.00 ,Entire home/apt,1,0,1
23651472,Australia,NSW,BYRON SHIRE COUNCIL,Apartment,23.70,$200.00 ,Entire home/apt,1,1,1
16288256,Australia,NSW,BYRON SHIRE COUNCIL,Guest suite,23.01,$200.00 ,Entire home/apt,1,1,1
2757605,Australia,NSW,BYRON SHIRE COUNCIL,House,22.80,$181.00 ,Entire home/apt,1,0,1
30720673,Australia,NSW,BYRON SHIRE COUNCIL,House,23.48,$211.00 ,Private room,1.5,1,1
9977904,Australia,NSW,BYRON SHIRE COUNCIL,House,23.23,$279.00 ,Private room,1,1,1
19625917,Australia,NSW,BYRON SHIRE COUNCIL,House,25.19,$279.00 ,Private room,1,1,1
24432164,Australia,NSW,BYRON SHIRE COUNCIL,Guest suite,23.02,$236.00 ,Private room,1,0,1
18915438,Australia,NSW,BYRON SHIRE COUNCIL,Apartment,23.98,$315.00 ,Entire home/apt,2,2,2
18527770,Australia,,BYRON SHIRE COUNCIL,Guesthouse,24.68,$224.00 ,Entire home/apt,1,1,2
33561289,Australia,NSW,BYRON SHIRE COUNCIL,Guesthouse,24.22,$250.00 ,Entire home/apt,1,0,1
21850036,Australia,NSW,BYRON SHIRE COUNCIL,Apartment,23.26,$250.00 ,Entire home/apt,1,2,4
26470957,Australia,NSW,BYRON SHIRE COUNCIL,Apartment,24.46,$250.00 ,Entire home/apt,2,2,2
4001805,Australia,NSW,BYRON SHIRE COUNCIL,Apartment,23.74,$250.00 ,Entire home/apt,1,1,1
18293319,Australia,NSW,BYRON SHIRE COUNCIL,Guesthouse,25.18,$250.00 ,Private room,2,1,1
31227668,Australia,NSW,BYRON SHIRE COUNCIL,Guesthouse,23.99,$265.00 ,Entire home/apt,1,1,1
27495490,Australia,NSW,BYRON SHIRE COUNCIL,Guest suite,23.77,$238.00 ,Entire home/apt,1,1,1
16470241,Australia,NSW,BYRON SHIRE COUNCIL,House,24.26,$299.00 ,Private room,2,2,2
23221984,Australia,NSW,BYRON SHIRE COUNCIL,House,24.01,$299.00 ,Entire home/apt,2,4,4
29764620,Australia,NSW,BYRON SHIRE COUNCIL,Guesthouse,24.01,$226.00 ,Entire home/apt,1,1,1
7265925,Australia,NSW,BYRON SHIRE COUNCIL,Apartment,24.77,$300.00 ,Entire home/apt,1,0,1
13715240,Australia,NSW,BYRON SHIRE COUNCIL,House,23.56,$215.00 ,Private room,2,1,1
31524739,Australia,NSW,BYRON SHIRE COUNCIL,House,24.03,$253.00 ,Entire home/apt,1,2,2
